,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,far_precip_mm_training_offset,windup_days,windup_hours
0,0,0,0,ARB083,Arms Creek at Strawberry Lake Road,42.423028,-83.879806,1.822489520685256,True,False,False,False,False,0.32242400000000054,0.0,0.0,14.01065455412093,336
