,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,snowmelt_nowind_training_offset,snowmelt_wind_training_offset,windup_days,windup_hours,far_precip_mm_training_offset
0,0,0,0,0,0,0,0,MDOT2892,M30 and Tittabawasee,44.156,-84.2912,190.7539031650568,True,False,True,True,True,1.6357360000000007,0.0,0.0,0.0,15.115176664657255,362,0.0
