,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,mid_precip_mm_training_offset,far_precip_mm_training_offset,snowmelt_nowind_training_offset,snowmelt_wind_training_offset,windup_days,windup_hours
0,0,MDOT9734,I 69 and Shiawasee River,42.9053,-84.0632,1171.050766458093,True,True,True,True,True,3.39152,0.0,0.0,0.0,0.0,0.0,20.846142942370392,500
