,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,0.575588475374426,0.8868055902104215,0.33735698011217463,0.8778401018363251,1.2695472243455592,-19.039648487976812,-1.5362628151888749,10.783115274948797,-32.02883233754888,0.3169248121676087,3530,552.1600890550005
