,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,training_offset_ft,windup_days,windup_hours,training_offset_mm,depth_ft_training_offset,close_precip_mm_training_offset
0,0,0,0,0,0,0,0,0,0,0,0,0,ARB049,Kensington Woods,42.2583296,-83.7830546,1.0124941781584755,True,False,False,False,False,0.8265310778964017,14.00591919673385,336,1850.0,1.1036653333333337,0.0
