,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,far_precip_mm_training_offset,windup_days,windup_hours
0,0,0,0,0,0,0,0,0,MDOT7079,US 23 and Macon Creek,42.0255,-83.6786,1.4174918494218658,True,False,True,False,False,0.5515866666666667,0.0,0.0,14.00828687542739,336
