,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,snowmelt_nowind_training_offset,snowmelt_wind_training_offset,windup_days,windup_hours
0,0,MDOT7587,US 31 and White River,43.4251,-86.3264,4.657473219528987,True,False,False,True,True,7.975538666666665,0.0,0.0,0.0,14.027228304975708,336
