,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,0.3079582259445345,0.6073042261439517,0.3604816298481317,0.858284033219442,1.2197444456478468,-27.923870920401484,8.084836496701097,23.607050745537713,33.595603257475766,0.09277195576637676,680,2.943782845000048
