,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,12.181800215964271,23.200966167647277,-0.4714180642921042,0.7752995350461558,0.308644263168302,17.619824536756624,-8.331985668197973,-47.12402995333167,-1925.8096355441276,0.08636308375571167,3357,80.81948031348341
