,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,2.147870560694894,2.823116699156116,-0.33408886584039355,1.0517859918620833,1.1849414544159012,12.99624288577988,15.160650760033493,11.05269290437806,-232.28985528886705,0.05196730095922486,4338,136.0930261394504
