,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,0.08871397839397725,0.12250652580079141,0.5078948290683063,0.8226198484797097,0.992053491955108,-25.888485042860964,-9.416735535895764,-4.732904561754863,0.6083309326272316,0.20494251949710318,342,1.9001025554830753
