,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,220.51254308677855,437.1561395734533,-0.1825512993472771,1.0431138399381747,1.3170712558391975,2.7919817853059734,15.910815641179742,26.065420302979508,-1.6044628442280984,0.11116355033527126,4796,911.3604858996
