,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,0.6383110712274057,0.9311397856762706,0.5403740759477439,0.9360688676302101,1.174398549200007,-9.160374166538356,1.3466282134391703,8.63202220751305,-24.711574940717078,0.36531009942265225,4444,361.15607479281704
