,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,mid_precip_mm_training_offset,far_precip_mm_training_offset,windup_days,windup_hours
0,0,0,0,ARB061,Davis Creek at Silver Lake Road,42.468771,-83.744123,209.58629487880444,True,True,True,False,False,0.2667733333333333,0.0,0.0,0.0,15.225273723906856,365
