,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,windup_days,windup_hours
0,0,0,0,MDOT1500,US 23 and Elliot Creek,45.6463,-84.3949,8.099953425267804,True,False,False,False,False,-0.07205066666666726,0.0,14.047353573870796,337
