,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,training_offset_ft,windup_days,windup_hours,training_offset_mm,max_sensor_reading_mm,depth_ft_training_offset,close_precip_mm_training_offset
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET038,Bear Creek - Van Dyke and 13 Mile,42.520993,-83.026874,4.049976713,True,False,False,False,False,0.3423590657762646,14.02367678693754,336,4313.0,4313.0,0.41721599999999937,0.0
