,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,training_offset_ft,windup_days,windup_hours,training_offset_mm,depth_ft_training_offset,close_precip_mm_training_offset
0,0,0,0,0,0,ARB084,Stonebridge and Doral Drive,42.21795,-83.76802,4.252475548265598,True,False,False,False,False,0.2279799595600752,14.024860626282168,336,1202.0,0.6729466666666667,0.0
