,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,windup_days,windup_hours
0,0,MDOT6440,M 55 and Pine Creek,42.59052007,-82.85701324,6.277463904582548,True,False,False,False,False,0.433178666666667,0.0,14.036699019749868,336
