,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,windup_days,windup_hours,snowmelt_nowind_training_offset,snowmelt_wind_training_offset
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PTK014,Oakland County Jail,42.652955,-83.319747,2.632484863212037,True,False,False,True,True,-0.042312000000000294,0.0,14.01538991150801,336,0.0,0.0
