,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,snowmelt_nowind_training_offset,snowmelt_wind_training_offset,windup_days,windup_hours
0,0,0,0,0,0,MDOT7166,Detroit-Toledo Expressway (I 75) and Plum Creek,41.8934,-83.3793,4.859972055160683,True,False,False,True,True,-0.5437146666666663,0.0,0.0,0.0,14.028412144322477,336
