,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,0.6244181025149158,0.8916577331991264,0.2066329301814217,0.8440902220640436,1.279054692640132,-18.437993940128877,-3.310436432554263,9.05528730470893,-38.723344551619434,0.19857324488502714,4342,437.19716642420025
