,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,mid_precip_mm_training_offset,far_precip_mm_training_offset,windup_days,windup_hours
0,0,0,0,0,0,0,0,0,MDOT8488,Ontonagon River South Branch,46.5347,-89.2763,1233.6229066682868,True,True,True,False,False,2.694957333333331,0.0,0.0,0.0,21.211949300522292,509
