,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,0.9001395336168558,1.1741402154436043,-0.20399837208410743,0.7880901486351994,1.5605356243595305,-16.146554693928806,-6.696774105740688,15.503522886984936,-59.360129606348536,0.16221418664353693,914,62.76554925620003
