,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,mid_precip_mm_training_offset,far_precip_mm_training_offset,windup_days,windup_hours
0,0,0,0,0,0,0,0,MDOT2954,Little Presque Isle River and US 2E,46.405,-89.7792,73.10207966304193,True,True,True,False,False,2.811725333333332,0.0,0.0,0.0,14.427366004183938,346
