,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,windup_days,windup_hours
0,0,0,MDOT2491,US 23 NB and Pine Run Creek,43.1832,-83.7687,3.239981370107122,True,False,False,False,False,0.4376613333333315,0.0,14.018941429548319,336
