,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,0.1343688039289619,0.2253827267545455,0.35521974079734653,0.8561747264229349,0.9715742059687256,-25.2086516202422,-5.914621304530229,1.380744581773309,7.053458081217129,0.07085128655421546,618,28.530813450899828
