,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,23.1358428882736,40.5752503489527,0.08483150363775549,0.9662547309936185,1.8801770162531644,-21.446708938788557,45.42282363000648,87.49130027944837,-74.83665781976677,0.1477697301371631,3052,93.94615639363334
