,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,mid_precip_mm_training_offset,far_precip_mm_training_offset,windup_days,windup_hours
0,0,0,ARB013,Kensington Road,42.513582,-83.690148,263.8559828280987,True,True,True,False,False,0.5450266666666667,0.0,0.0,0.0,15.542542668841193,373
