,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],training_offset_mm,close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,windup_days,windup_hours,depth_ft_training_offset,close_precip_mm_training_offset
0,0,0,0,0,0,0,0,0,0,0,0,ARB056,Highpoint Industrial,42.295945,-83.889613,1.0124941781584755,2143.0,True,False,False,False,False,14.00591919673385,336,-0.5217386666666662,0.0
