,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,0.3155521617183146,0.6061504835743772,0.3629092062443917,0.9463000849494037,1.0614499813050455,-19.989102377773545,15.006832479798584,20.008163357156853,82.91077064302833,0.15483365004858518,680,2.6582995183332967
