,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,training_offset_ft,windup_days,windup_hours,training_offset_mm,depth_ft_training_offset,close_precip_mm_training_offset,snowmelt_nowind_training_offset,snowmelt_wind_training_offset
0,0,0,0,0,0,0,0,0,0,0,0,0,DET008,Romeo and 23 Mile,42.671906,-82.939654,1.2149930137901708,True,False,False,True,True,0.783341856354514,14.00710303608062,336,2527.0,-0.3090853333333336,0.0,0.0,0.0
