,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,windup_days,windup_hours,snowmelt_nowind_training_offset,snowmelt_wind_training_offset
0,0,0,0,0,MDOT3970,S Dexter and Grand River,42.9718,-85.0693,1.822489520685256,True,False,False,True,True,3.796928000000001,0.0,14.01065455412093,336,0.0,0.0
