,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,0.14027352878513544,0.2533094613340769,0.525098922008008,0.8904400739064788,0.9284017397084949,-11.430350637615591,-14.043397908963637,-8.627462667000156,1.089511482221748,0.2157174954734643,411,8.424331244300022
