,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,mid_precip_mm_training_offset,far_precip_mm_training_offset,snowmelt_nowind_training_offset,snowmelt_wind_training_offset,windup_days,windup_hours
0,0,0,0,0,MDOT4932,Fulton Street and Grand River,42.9633,-85.6772,17142.53893040115,True,True,True,True,True,-0.11283200000000178,0.0,0.0,0.0,0.0,0.0,114.21791990080672,2741
