,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,mid_precip_mm_training_offset,far_precip_mm_training_offset,windup_days,windup_hours
0,0,0,0,0,MDOT4240,US 127 NB and Chippewa River,43.63174384,-84.75900838,1411.2143855172833,True,True,True,False,False,3.443671999999999,0.0,0.0,0.0,22.2501764076395,534
