,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,r2,training_length_days,training_time_minutes
0,1.4132475864860783,1.827043140280575,0.37927302954212017,0.8268510399658001,1.289492661554156,-14.042762074205639,-18.51357629285632,4.329085806265256,-91.90237491169087,0.12886706556790073,699,9.396206531666667
