,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,mid_precip_mm_training_offset,far_precip_mm_training_offset,windup_days,windup_hours,snowmelt_nowind_training_offset,snowmelt_wind_training_offset
0,0,0,0,0,MDOT6140,I 94 and Clinton River Spillway,42.5682,-82.8589,2413.583621894174,True,True,True,True,True,11.722829333333332,0.0,0.0,0.0,28.110181174150554,674,0.0,0.0
