,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,training_offset_ft,windup_days,windup_hours,training_offset_mm,depth_ft_training_offset,close_precip_mm_training_offset
0,0,0,0,0,0,ARB048,Honey Creek at Dexter,42.2960774,-83.8205069,58.31966466192819,True,False,False,False,False,0.6773062787318195,14.340945731869734,344,2129.0,1.7602666666666666,0.0
