,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,mid_precip_mm_training_offset,far_precip_mm_training_offset,snowmelt_nowind_training_offset,snowmelt_wind_training_offset,windup_days,windup_hours
0,0,0,0,0,MDOT8767,I96 and Crockery Creek,43.0744,-86.0521,505.8420914079744,True,True,True,True,True,9.264469333333333,0.0,0.0,0.0,0.0,0.0,16.957230688231235,406
