,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Site ID,Site Name,Latitude,Longitude,Delineated Area [km^2],close_precip_used,mid_precip_used,far_precip_used,snowmelt_nowind_used,snowmelt_wind_used,depth_ft_training_offset,close_precip_mm_training_offset,snowmelt_nowind_training_offset,snowmelt_wind_training_offset,windup_days,windup_hours
0,0,0,0,0,MDOT6513,Chocolay River,46.4076,-87.2441,184.07144158921088,True,False,False,True,True,0.8817733333333333,0.0,0.0,0.0,15.07610996621385,361
